"ip","finger","hash","name","race","background","date","class","justClass","subclass","level","feats","HP","AC","Str","Dex","Con","Int","Wis","Cha","alignment","skills","weapons","spells","castingStat","choices","country","countryCode","processedAlignment","good","lawful","processedRace","processedSpells","processedWeapons","alias","justClassClean","subclassClean","StrMod","DexMod","ConMod","IntMod","WisMod","ChaMod","Acrobatics","AnimalHandling","Arcana","Athletics","Deception","History","Insight","Intimidation","Investigation","Medicine","Nature","Perception","Performance","Persuasion","Religion","SleightOfHand","Stealth","Survival","StrSkills","DexSkills","IntSkills","WisSkills","ChaSkills","ConSkills","TotProfSkills"
"519e6ca","c7ef66f","1cf0807dfeedd0603c32771da47a7782","05dd14c1","Orc","Far Traveler",2021-09-11 07:46:50,"Paladin 10","Paladin","Oath of Conquest",10,"Heavy Armor Master|Mobile",130,10,15,11,16,9,10,11,"","Athletics|Insight|Medicine|Perception|Intimidation","Greatsword|Whip|Handaxe","Armor of Frost*1|Command*1|Hold Person*2|Spiritual Weapon*2|Bestow Curse*3|Fear*3","Cha","fighting style/Great Weapon Fighting","United States","US","",NA,NA,"Orc","*|Command*1|Hold Person*2|Spiritual Weapon*2|Bestow Curse*3|Fear*3","Greatsword|Whip|Handaxe","jolly_greider","Paladin","Oath of Conquest",2,0,3,-1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,3,1,0,5
"12e517b","b6080a4","7341df177af831907f730e278dc96efe","74d94e1c","Half-Elf","Noble",2021-09-03 13:38:24,"Paladin 10","Paladin","Oath of the Crown",10,"",84,16,18,8,14,10,12,18,"","Athletics|History|Religion|Insight|Persuasion","Longsword|Maul|Javelin","Command*1|Compelled Duel*1|Warding Bond*2|Zone of Truth*2|Aura of Vitality*3|Spirit Guardians*3","Cha","fighting style/Dueling","United States","US","",NA,NA,"Half-Elf","Command*1|Compelled Duel*1|Warding Bond*2|Zone of Truth*2|Aura Of Vitality*3|Spirit Guardians*3","Longsword|Maul|Javelin","suspicious_ritchie","Paladin","Oath of the Crown",4,-1,2,0,1,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,2,1,1,0,5
"91ea3df","02c86b7","53526ff8583a4ead87288568e24ad0b7","44f605b2","Lizardfolk","Far Traveler",2021-08-31 11:29:48,"Barbarian 10","Barbarian","Path of the Berserker",10,"",105,15,19,14,17,14,15,13,"","Athletics|Nature|Animal Handling|Insight|Perception|Intimidation","Greataxe|Handaxe|Javelin","","Int","","Canada","CA","",NA,NA,"Lizardfolk","","Greataxe|Handaxe|Javelin","quizzical_thompson","Barbarian","Path of the Berserker",4,2,3,2,2,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,3,1,0,6
"","951eb57","af58524f510e74433a04943eea2c3f73","a7e3e27c","Mountain Dwarf","Barbarian Tribe Member",2021-08-05 09:40:21,"Barbarian 10","Barbarian","Path of Wild Magic",10,"Great Weapon Master",105,16,21,16,16,12,14,10,"","Athletics|Nature|Animal Handling|Perception|Survival|Intimidation","Greatsword|Handaxe|Javelin","","Int","","Canada","CA","",NA,NA,"Dwarf","","Greatsword|Handaxe|Javelin","admiring_proskuriakova","Barbarian","Path of Wild Magic",5,3,3,1,2,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,3,1,0,6
"e4a52af","deac4a3","7ddd3a83ac1c0ee2824919a97aaca706","cbbd466c","Forest Gnome","Urchin",2021-08-02 18:29:27,"Wizard 10","Wizard","School of Illusion",10,"Fade Away",42,14,8,16,11,20,10,12,"","Sleight of Hand|Stealth|Arcana|Insight","Dagger","Minor Illusion*0|Fire Bolt*0|Mage Hand*0|Message*0|Prestidigition*0|Shape Water*0|Mending*0|Disguise Self*1|Silent Image*1|Find Familiar*1|Unseen Servant*1|Alarm*1|Mage Armor*1|Shield*1|Thunderwave*1|Magic Missle*1|Catapult*1|Invisibility*2|Phantasmal Force*2|Levitate*2|Shatter*2|Mirror Image*2|Nystul's Magic Aura*2|Alter Self*2|Rope Trick*2|Major Image*3|Haste*3|Tiny Hut*3|Fly*3|Dispel Magic*3|Greater Invisibility*4|Phantasmal Killer*4|Polymorph*4|Stone Shape*4|Hallucinatory Terrain*4|Banishment*4|Creation*5|Animate Objects*5|Mislead*5|Bigby's Hand*5|Contact Other Plane*5","Int","",NA,NA,"",NA,NA,"Gnome","Minor Illusion*0|Fire Bolt*0|Mage Hand*0|Message*0|Prestidigitation*0|Shape Water*0|Mending*0|Disguise Self*1|Silent Image*1|Find Familiar*1|Unseen Servant*1|Alarm*1|Mage Armor*1|Shield*1|Thunderwave*1|Magic Missile*1|Catapult*1|Invisibility*2|Phantasmal Force*2|Levitate*2|Shatter*2|Mirror Image*2|Nystul's Magic Aura*2|Alter Self*2|Rope Trick*2|Major Image*3|Haste*3|*|Fly*3|Dispel Magic*3|Greater Invisibility*4|Phantasmal Killer*4|Polymorph*4|Stone Shape*4|Hallucinatory Terrain*4|Banishment*4|Creation*5|Animate Objects*5|Mislead*5|Bigby's Hand*5|Contact Other Plane*5","Dagger","tender_blackwell","Wizard","School of Illusion",-1,3,0,5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,4
"e26430f","1ba6c6c","31424e1631f01f2f3ce954f2ef0a2ec1","436319dc","Fire Genasi","Clan Crafter",2021-07-15 19:07:06,"Artificer 10","Artificer","Artillerist",10,"",117,20,17,14,20,20,10,10,"Neutral Good","Arcana|History|Investigation|Insight","Handaxe","Acid Splash*0|Ray Of Frost*0|Fire Bolt*0|Produce Flame (Genasi)*0|Shield (Artillerist)*1|Thunderwave (Artillerist)*1|Burning Hands (1 Per Day)*1|Faerie Fire*1|False Life*1|Cure Wounds*1|Detect Magic*1|Scorching Ray (Artillerist)*2|Shatter (Artillerist)*2|Heat Metal*2|Lesser Restoration*2|Enhance Ability*2|Fireball (Artillerist)*3|Wind Wall (Artillerist)*3|Dispel Magic*3|Protection From Energy*3|Haste*3","Int","","Canada","CA","NG",NA,NA,"Genasi","Acid Splash*0|Ray of Frost*0|Fire Bolt*0|Produce Flame*0|Shield*1|Thunderwave*1|Burning Hands*1|Faerie Fire*1|False Life*1|Cure Wounds*1|Detect Magic*1|Scorching Ray*2|*|Heat Metal*2|Lesser Restoration*2|Enhance Ability*2|Fireball*3|Wind Wall*3|Dispel Magic*3|Protection from Energy*3|Haste*3","Handaxe","zealous_cohen","Artificer","Artillerist",3,2,5,5,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4
"e99c54a","24da3e9","4b8af468636f17a133434718da56c5d8","ccfe4e72","Human","Archaeologist",2021-07-12 12:19:05,"Barbarian 10","Barbarian","Path of Wild Magic",10,"Magic Initiate|Savage Attacker|Metamagic Adept",104,20,15,13,16,9,11,12,"","Athletics|History|Nature|Animal Handling|Perception|Survival|Intimidation","+2 Rage Warhammer|+2 Crit Rage Warhammer|+2 Warhammer|Handaxe|Javelin","Light*0|Mold Earth*0|Chaos Bolt*1","Con","","United States","US","",NA,NA,"Human","Light*0|Mold Earth*0|Chaos Bolt*1","Warhammer|Warhammer|Warhammer|Handaxe|Javelin","keen_payne","Barbarian","Path of Wild Magic",2,1,3,-1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,2,3,1,0,7
"c145c67","f9660fc","b069fee04095b84456bf3ff7ec54e7af","559e8d1d","Lineage - Zari","Knight",2021-06-28 17:06:39,"Paladin 10","Paladin","Oath of Ancients",10,"",84,21,16,8,14,10,10,20,"","Athletics|Nature|Intimidation|Persuasion","Battleaxe|Javelin","Ensnaring Strike*1|Speak with Animals*1|Command*1|Wrathful Smite*1|Shield Of Faith*1|Moonbeam*2|Misty Step*2|Prayer Of Healing*2|Zone Of Truth*2|Branding Smite*2|Plant Growth*3|Protection from Energy*3|Blinding Smite*3|Aura Of Vitality*3|Dispel Magic*3|Remove Curse*3","Cha","fighting style/Defense","United States","US","",NA,NA,"Tiefling","Ensnaring Strike*1|Speak with Animals*1|Command*1|Wrathful Smite*1|Shield of Faith*1|Moonbeam*2|Misty Step*2|Prayer of Healing*2|Zone of Truth*2|Branding Smite*2|Plant Growth*3|Protection from Energy*3|Blinding Smite*3|Aura Of Vitality*3|Dispel Magic*3|Remove Curse*3","Battleaxe|Javelin","zen_pare","Paladin","Oath of Ancients",3,-1,2,0,0,5,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,2,0,4
"","7484cbc","c76663efb50dcc371d23970052a3dc92","03693e53","Lightfoot Halfling","Criminal",2021-06-28 16:36:23,"Bard 10","Bard","College of Glamour",10,"",80,14,8,16,16,8,12,18,"","Stealth|Perception|Deception|Intimidation|Persuasion","Rapier|Dagger","","Cha","expertise/Persuasion*Deception","Canada","CA","",NA,NA,"Halfling","","Rapier|Dagger","elastic_goodall","Bard","College of Glamour",-1,3,3,-1,1,4,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,3,0,5
"","6741b28","da2f2a156df59124f5b2a2ca5f81e664","5066e6ce","Dragonborn","Hermit",2021-06-21 19:16:02,"Druid 10","Druid","Circle of the Land",10,"Lightly Armored",60,13,12,14,13,14,16,9,"","Nature|Religion|Medicine|Survival","Sling|Quarterstaff","Hold Person*2|Spike Growth*2|Sleet Storm*3|Slow*3|Freedom of Movement*4|Ice Storm*4|Commune with Nature*5|Cone of Cold*5","Wis","","Canada","CA","",NA,NA,"Dragonborn","Hold Person*2|Spike Growth*2|Sleet Storm*3|Slow*3|Freedom of Movement*4|Ice Storm*4|Commune with Nature*5|Cone of Cold*5","Sling|Quarterstaff","brave_khorana","Druid","Circle of the Land",1,2,1,2,3,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2,2,0,0,4
"d4e9231","fdb333b","b28190b4d0e9d3daf9d38dc478b9b3f5","ceb3e444","Lizardfolk","Soldier",2021-05-19 16:07:31,"Barbarian 10","Barbarian","Path of the Storm Herald",10,"",105,15,19,14,17,8,11,8,"","Athletics|Nature|Animal Handling|Perception|Survival|Intimidation","Greatsword|Handaxe|Javelin","","Int","","United States","US","",NA,NA,"Lizardfolk","","Greatsword|Handaxe|Javelin","peaceful_wiles","Barbarian","Path of the Storm Herald",4,2,3,-1,0,-1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,3,1,0,6
"762becd","0c45eb3","1d0f9ec7b0d007f4119042ea2b2e4663","1ebd4cb8","Mountain Dwarf","Clan Crafter",2021-05-07 11:19:10,"Artificer 10","Artificer","Artillerist",10,"",73,16,10,15,15,18,12,10,"","Arcana|History|Insight|Perception","Crossbow, light|Handaxe|Crossbow, light","Shield*1|Thunderwave*1|Scorching Ray*2|Shatter*2|Fireball*3|Wind Wall*3","Int","","Germany","DE","",NA,NA,"Dwarf","Shield*1|Thunderwave*1|Scorching Ray*2|Shatter*2|Fireball*3|Wind Wall*3","Crossbow, Light|Handaxe|Crossbow, Light","dazzling_almeida","Artificer","Artillerist",0,2,2,4,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,4
"","969bb4d","2925484e56ef2fde2eb3f22da39ed07b","45608dd4","Forest Gnome","Faction Agent",2021-03-31 11:40:15,"Monk 10","Monk","Way of the Sun Soul",10,"",73,17,11,20,14,15,14,11,"","Acrobatics|Stealth|Insight|Deception","Handaxe|Dart|Unarmed strike|Burning Hands|Посох Ударов","","Wis","","Canada","CA","",NA,NA,"Gnome","","Handaxe|Dart|Unarmed Strike||","pensive_tu","Monk","Way of the Sun Soul",0,5,2,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,4
"ca19f2c","6abbf88","121a5dfb9e7657aed1c90bed17bb7275","af556d63","Dragonborn","Outlander",2021-03-21 22:58:19,"Fighter 10","Fighter","Champion",10,"Dragon Hide",91,18,20,14,16,11,10,9,"","Athletics|Perception|Survival|Intimidation","Greatsword|Longsword|Crossbow, light|Unarmed strike","","Int","fighting style/Unarmed Fighting*Great Weapon Fighting","United States","US","",NA,NA,"Dragonborn","","Greatsword|Longsword|Crossbow, Light|Unarmed Strike","trusting_mayer","Fighter","Champion",5,2,3,0,0,-1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1,0,4
"f042334","ea9db60","caf2b9870ed4f534fb71c2aa4bf5b44d","f2810c95","Custom","Fisher",2021-03-13 10:36:32,"Warlock 10","Warlock","The Great Old One",10,"Spell Sniper|War Caster|Lucky",83,11,10,11,17,12,10,20,"","History|Nature|Survival|Deception","Crossbow, light|Dagger","","Cha","custom lineage variable trait/Darkvision|pact boon/Pact of the Chain|eldritch invocations/Armor of Shadows*Mask of Many Faces*Investment of the Chain Master*Gift of the Depths*Beast Speech","United States","US","",NA,NA,"Custom","","Crossbow, Light|Dagger","vigorous_mahavira","Warlock","The Great Old One",0,0,3,1,0,5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,4
"","dde2703","b35458e7fc793c70895cdb95102a120f","63969f2e","Elephantine","Criminal",2021-03-12 14:33:35,"Warlock 10","Warlock","The Undying",10,"War Caster",83,11,15,8,16,10,13,15,"","Stealth|Arcana|Deception|Intimidation","Crossbow, light|Dagger","Spare the Dying*0","Cha","pact boon/Pact of the Blade|eldritch invocations/Agonizing Blast*Improved Pact Weapon*Thirsting Blade*Sculptor of Flesh*Eldritch Smite","Canada","CA","",NA,NA,"Loxodon","Spare the Dying*0","Crossbow, Light|Dagger","serene_matsumoto","Warlock","The Undying",2,-1,3,0,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,4
"","dde2703","08213de12aa7ab27d366bf6f141ba54c","908a54d8","Lineage - Fier","Grand Minstrel",2021-03-10 14:58:54,"Paladin 10","Paladin","Oath of Redemption",10,"Martial Adept",79,16,10,16,13,8,13,17,"","Insight|Deception|Performance|Persuasion","Shortsword|Handaxe","Sanctuary*1|Sleep*1|Calm Emotions*2|Hold Person*2|Counterspell*3|Hypnotic Pattern*3","Cha","fighting style/Dueling|combat superiority maneuvers/Riposte*Parry","Canada","CA","",NA,NA,"Tiefling","Sanctuary*1|Sleep*1|Calm Emotions*2|Hold Person*2|Counterspell*3|Hypnotic Pattern*3","Shortsword|Handaxe","quizzical_joliot","Paladin","Oath of Redemption",0,3,1,-1,1,3,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,4
"971969a","","b577ed0ba0975837b46019548e4ec96c","f3d0597c","Human (dragon blood?)","Urchin",2021-02-21 19:56:24,"Wizard 10","Wizard","School of Evocation",10,"Resilient",110,20,10,20,21,20,16,10,"Neutral","Sleight of Hand|Stealth|Arcana|Investigation","Staff Of Power +2|Dagger +1|Firebolt|Ray Of Frost","Firebolt*0|Ray Of Frost*0|Light*0|Poison Spray*0|DM*1|Identify 100gp*1|Read Magic*1|Comprehend Languages*1|Magic Missiles 3x1d4+1 Force*1|Burning Hands 15' Cone*1|Find Familiar*1|Mage Armor*1|Chromatic Orb 3d8 Any 100gp*1|Sleep*1|Invisibility*2|Scorching Ray*2|Sun Ray 3d8 Radiant*2|Hold Person*2|Suggestion*2|Web*2|Levitate*2|Fireball*3|Lightning Bolt*3|Phantom Steed*3|Dispel Magic*3|Glyph Of Warding 50gp*3|Counterspell*3|LEOMUND'S TINY HUT*3|Polymorph*4|Stoneskin*4|Wall Of Fire*4|Banishment*4|Conjure Minor Elementals*4|Contact Other Plane*5|Cone Of Cold 8d8*5|Teleportation Circle 50gp*5|Animate Objects*5|Hold Monster*5","Int","","United States","US","NN",NA,NA,"Human","Fire Bolt*0|Ray of Frost*0|Light*0|Poison Spray*0|*|Identify*1|Detect Magic*1|Comprehend Languages*1|Magic Missile*1|Burning Hands*1|Find Familiar*1|Mage Armor*1|Chromatic Orb*1|Sleep*1|Invisibility*2|Scorching Ray*2|*|Hold Person*2|Suggestion*2|Web*2|Levitate*2|Fireball*3|Lightning Bolt*3|Phantom Steed*3|Dispel Magic*3|Glyph of Warding*3|Counterspell*3|Leomund's Tiny Hut*3|Polymorph*4|Stoneskin*4|Wall of Fire*4|Banishment*4|Conjure Minor Elementals*4|Contact Other Plane*5|Cone of Cold*5|Teleportation Circle*5|Animate Objects*5|Hold Monster*5","|Dagger||","sweet_saha","Wizard","School of Evocation",0,5,5,5,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,4
"5059eec","","6e7121928beea27de1e65734d1617344","18aa33a3","Human","Sage",2021-02-19 13:35:14,"Fighter 10","Fighter","Samurai",10,"Sharpshooter",120,16,20,12,14,14,10,10,"","Arcana|History|Investigation|Animal Handling|Survival|Intimidation","Musket|Unarmed strike","","Int","fighting style/Unarmed Fighting","Germany","DE","",NA,NA,"Human","","|Unarmed Strike","admiring_mendel","Fighter","Samurai",5,1,2,2,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,2,1,0,6
"5059eec","","579ccf335ff58c669f21eeda815492a4","367b131c","Human","Folk Hero",2021-02-09 17:14:03,"Paladin 10","Paladin","Oath of Conquest",10,"",108,18,17,11,14,11,11,18,"","Athletics|Animal Handling|Survival|Intimidation","Pike|Javelin|Crossbow, heavy|Greatsword","Armor of Frost*1|Command*1|Hold Person*2|Spiritual Weapon*2|Bestow Curse*3|Fear*3","Cha","fighting style/Great Weapon Fighting","Germany","DE","",NA,NA,"Human","*|Command*1|Hold Person*2|Spiritual Weapon*2|Bestow Curse*3|Fear*3","Pike|Javelin|Crossbow, Heavy|Greatsword","zealous_neumann","Paladin","Oath of Conquest",3,0,2,0,0,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,4
"","c21f160","baaff86cd8da3df86a8d14b03b814893","5393d439","Half-Orc","Criminal",2021-01-20 16:39:40,"Fighter 10","Fighter","Battle Master",10,"",100,18,18,14,18,8,12,10,"","Athletics|Stealth|Perception|Deception|Intimidation","Longsword|Crossbow, light","","Int","fighting style/Dueling|combat superiority maneuvers/Trip Attack*Riposte*Precision Attack*Parry*Feinting Attack*Menacing Attack*Distracting Strike","Canada","CA","",NA,NA,"Half-Orc","","Longsword|Crossbow, Light","nervous_lamarr","Fighter","Battle Master",4,2,4,-1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,2,0,5
"","b05e93d","8c9efa27c47307722628e638503b3727","7d74bb74","Human","Violent Assassin",2021-01-10 10:40:46,"Warlock 10","Warlock","The Fathomless",10,"Telepathic|War Caster",67,11,12,10,8,14,14,19,"","Stealth|Investigation|Nature|Deception|Performance","Crossbow, light|Dagger","","Cha","pact boon/Pact of the Chain|eldritch invocations/Agonizing Blast*Investment of the Chain Master*Voice of the Chain Master*Sculptor of Flesh*Trickster's Escape","Canada","CA","",NA,NA,"Human","","Crossbow, Light|Dagger","stupefied_shockley","Warlock","The Fathomless",1,0,-1,2,2,4,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,2,0,2,0,5
"b5e523a","075d797","a7d082a9bcf5a377f37083e1a11acd6c","442b2a23","Rock Gnome","Sage",2021-01-04 02:32:52,"Wizard 10","Wizard","Order of Scribes",10,"Telekinetic|Skill Expert",72,12,12,15,16,20,13,13,"","Arcana|History|Investigation|Nature|Religion","Quarterstaff","Chill Touch*0|Firebolt*0|Mage Hand*0|Mending*0|Message*0|Mind Silver*0|Absorb Elements*1|Alarm*1|Comprehend Languages*1|Detect Magic*1|Feather Fall*1|Magic Missle*1|Shield*1|Tenser's Floating Disk*1|Blindness/Deafness*2|Earth Bind*2|Mirror Image*2|Misty Step*2|Warding Wind*2|Counterspell*3|Dispel Magic*3|Fireball*3|Water Breathing*3|Dimension Door*4|Elemental Spirit*4|Phantasmal Killer*4|Polymorph*4|Wall of Fire*4|Rary's Telepathic Bond*5|Seeming*5|Synaptic Static*5|Teleportation Circle*5|Wall of Force*5","Int","expertise/Arcana","United States","US","",NA,NA,"Gnome","Chill Touch*0|Fire Bolt*0|Mage Hand*0|Mending*0|Message*0|*|Absorb Elements*1|Alarm*1|Comprehend Languages*1|Detect Magic*1|Feather Fall*1|Magic Missile*1|Shield*1|Tenser's Floating Disk*1|Blindness/Deafness*2|Earthbind*2|Mirror Image*2|Misty Step*2|Warding Wind*2|Counterspell*3|Dispel Magic*3|Fireball*3|Water Breathing*3|Dimension Door*4|Elemental Bane*4|Phantasmal Killer*4|Polymorph*4|Wall of Fire*4|Rary's Telepathic Bond*5|Seeming*5|Synaptic Static*5|Teleportation Circle*5|Wall of Force*5","Quarterstaff","gallant_lumiere","Wizard","Order of Scribes",1,2,3,5,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,5
"af68e50","82e3102","2cb270b166370b2cd34066b9d2c00b78","997f8c6e","Tabaxi","Charlatan",2020-12-20 14:55:57,"Rogue 10","Rogue","Thief",10,"",39,16,14,16,12,15,12,15,"Neutral-Neutral","Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception|Persuasion","Rapier|Shortbow|Dagger|Bow Of Doubling","","Int","expertise/Stealth*Sleight of Hand*Persuasion*Deception","Canada","CA","NN",NA,NA,"Tabaxi","","Rapier|Shortbow|Dagger|","objective_tharp","Rogue","Thief",2,3,1,2,1,2,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,3,1,2,2,0,8
"8fdea9f","e875cc8","37c00a1522dc4508d01edc1337e66b69","12577478","Deep Gnome","Guild Artisan",2020-12-17 16:55:48,"Sorcerer 10","Sorcerer","Wild Magic",10,"Metamagic Adept",62,12,8,15,14,13,13,20,"","Arcana|Insight|Deception|Persuasion","Quarterstaff|Dagger","Mage Hand*0|Dancing Lights*0|Message*0|Mending*0|Prestidigitation*0|Ray Of Frost*0|Charm Person*1|Color Spray*1|Shield*1|Mage Armor*1|Mirror Image*2|Blindness Deafness*2|Haste*3|Sleet Storm*3|Polymorph*4|Greater Invisibility*4|Telekinesis*5","Cha","metamagic/Twinned Spell*Subtle Spell*Transmuted Spell","United States","US","",NA,NA,"Gnome","Mage Hand*0|Dancing Lights*0|Message*0|Mending*0|Prestidigitation*0|Ray of Frost*0|Charm Person*1|Color Spray*1|Shield*1|Mage Armor*1|Mirror Image*2|Blindness/Deafness*2|Haste*3|Sleet Storm*3|Polymorph*4|Greater Invisibility*4|Telekinesis*5","Quarterstaff|Dagger","upbeat_lichterman","Sorcerer","Wild Magic",-1,2,2,1,1,5,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,4
"8b54b1e","d9e55b9","444c057dbe5440fee882b2f9560e1f0d","696b344f","Goblin","Smuggler",2020-12-08 03:49:43,"Paladin 10","Paladin","Oath of Conquest",10,"",77,16,17,10,13,9,14,16,"","Athletics|Deception|Intimidation|Persuasion","Battleaxe|Handaxe","Armor of Frost*1|Command*1|Hold Person*2|Spiritual Weapon*2|Bestow Curse*3|Fear*3","Cha","fighting style/Blind Fighting","Australia","AU","",NA,NA,"Goblin","*|Command*1|Hold Person*2|Spiritual Weapon*2|Bestow Curse*3|Fear*3","Battleaxe|Handaxe","festive_babbage","Paladin","Oath of Conquest",3,0,1,-1,2,3,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,4
"fa56baa","2b4861e","a03808b8ab3d5c9a9c15e156bae46bd1","d488b262","Half-Orc","Guild Member - Harmony",2020-11-27 13:48:42,"Druid 10","Druid","Circle of the Land",10,"",63,20,11,20,12,10,16,18,"","Acrobatics|Nature|Animal Handling|Perception|Survival|Intimidation|Persuasion","","Invisibility*2|Pass without Trace*2|Daylight*3|Haste*3|Divination*4|Freedom of Movement*4|Dream*5|Insect Plague*5","Wis","",NA,NA,"",NA,NA,"Half-Orc","Invisibility*2|Pass Without Trace*2|Daylight*3|Haste*3|Divination*4|Freedom of Movement*4|Dream*5|Insect Plague*5","","practical_dubinsky","Druid","Circle of the Land",0,5,1,0,3,4,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,3,2,0,7
"c540de6","c5dfc23","7b64dac0bd1ce4e5036855d9b62df011","407091d9","Human","Soldier",2020-10-30 20:33:49,"Fighter 10","Fighter","Purple Dragon Knight",10,"Heavy Armor Master",94,11,21,12,16,12,14,12,"","Athletics|Acrobatics|Perception|Intimidation|Persuasion","Flail|Battleaxe","","Int","fighting style/Two-Weapon Fighting","United States","US","",NA,NA,"Human","","Flail|Battleaxe","relaxed_nash","Fighter","Purple Dragon Knight",5,1,3,1,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,2,0,5
"c540de6","c5dfc23","02b5752ebfe279b5031901dcfb21577f","b06f8c04","Human","Far Traveler",2020-10-30 20:33:21,"Fighter 10","Fighter","Champion",10,"Tough|Great Weapon Master",124,13,20,15,18,16,14,14,"","Athletics|Insight|Perception|Intimidation","Greatsword","","Int","fighting style/Protection*Defense","United States","US","",NA,NA,"Human","","Greatsword","hungry_haibt","Fighter","Champion",5,2,4,3,2,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,4
"c540de6","c5dfc23","ee9ee416c32d7ffb4b5cdeb47308f44a","49b01682","Human","Acolyte",2020-10-30 20:32:58,"Cleric 10","Cleric","Light Domain",10,"Inspiring Leader|Observant",83,13,18,13,16,17,19,18,"","History|Religion|Insight|Medicine","Mace","Light*0|Burning Hands*1|Faerie Fire*1|Flaming Sphere*2|Scorching Ray*2|Daylight*3|Fireball*3|Guardian of Faith*4|Wall of Fire*4|Flame Strike*5|Scrying*5","Wis","","United States","US","",NA,NA,"Human","Light*0|Burning Hands*1|Faerie Fire*1|Flaming Sphere*2|Scorching Ray*2|Daylight*3|Fireball*3|Guardian of Faith*4|Wall of Fire*4|Flame Strike*5|Scrying*5","Mace","gifted_elgamal","Cleric","Light Domain",4,1,3,3,4,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,4
"c540de6","c5dfc23","58ad9db1c0368d0d5694d50ce044ea74","4fbbdabc","Human","Noble",2020-10-30 20:32:00,"Paladin 10","Paladin","Oath of the Crown",10,"",94,15,18,16,16,15,12,16,"","History|Insight|Intimidation|Persuasion","Greatsword|Javelin","Command*1|Compelled Duel*1|Warding Bond*2|Zone of Truth*2|Aura of Vitality*3|Spirit Guardians*3","Cha","fighting style/Protection","United States","US","",NA,NA,"Human","Command*1|Compelled Duel*1|Warding Bond*2|Zone of Truth*2|Aura Of Vitality*3|Spirit Guardians*3","Greatsword|Javelin","keen_mcclintock","Paladin","Oath of the Crown",4,3,3,2,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,4
"c540de6","c5dfc23","a0960248e6316812f0495d6cc689d88e","94c6dd06","Human","Sailor",2020-10-30 20:31:38,"Rogue 10","Rogue","Swashbuckler",10,"Dual Wielder",93,16,15,20,18,10,15,17,"","Athletics|Investigation|Perception|Persuasion","Rapier|Shortbow|Dagger","","Int","expertise/Investigation*Perception","United States","US","",NA,NA,"Human","","Rapier|Shortbow|Dagger","infallible_moore","Rogue","Swashbuckler",2,5,4,0,2,3,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,4
